Name,Knockdown,Significant_Strikes_Landed,Significant_Strikes_Attempted,Significant_Strike_%,Total_Strikes_Landed,Total_Strikes_Attempted,Takedowns_Landed,Takedowns_Attempted,Takedowns_Percent,Submission_Attempts,REV,Control_Time,Head_Landed,Head_Attempted,Body_Landed,Body_Attempted,Leg_Landed,Leg_Attempted,Distance_Landed,Distance_Attempted,Clinch_Landed,Clinch_Attempted,Ground_Landed,Ground_Attempted,Winner
Leon Edwards,0,92,215,42%,113,244,3,10,30%,0,0,437,72,189,14,20,6,6,77,195,12,14,3,6,W
Aleksei Oleinik,0,1,3,33%,1,3,0,0,---,0,0,0,0,1,1,1,0,1,1,3,0,0,0,0,L
Walt Harris,1,4,7,57%,4,7,0,0,---,0,0,1,2,5,2,2,0,0,2,5,0,0,2,2,W
Greg Hardy,0,36,38,94%,36,38,0,0,---,0,0,17,35,36,1,2,0,0,5,7,0,0,31,31,W
Juan Adams,0,3,7,42%,3,7,0,1,0%,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,L
James Vick,0,7,23,30%,7,23,0,0,---,0,0,0,2,16,0,1,5,6,7,23,0,0,0,0,L
Dan Hooker,1,22,41,53%,22,41,0,0,---,0,0,3,13,24,0,3,9,14,19,38,0,0,3,3,W
Alexander Hernandez,0,25,91,27%,26,92,0,1,0%,0,0,20,9,53,13,33,3,5,25,90,0,0,0,1,W
Francisco Trinaldo,0,25,52,48%,28,55,0,0,---,0,0,0,13,33,11,18,1,1,24,51,1,1,0,0,L
Andrei Arlovski,0,152,263,57%,160,272,0,0,---,0,0,51,103,204,34,43,15,16,152,263,0,0,0,0,W
Ben Rothwell,0,70,177,39%,75,183,0,1,0%,0,0,134,55,155,9,16,6,6,70,176,0,1,0,0,L
Alex Caceres,0,94,197,47%,95,198,0,0,---,0,0,0,63,154,27,39,4,4,91,194,3,3,0,0,W
Steven Peterson,0,67,218,30%,87,241,2,2,100%,0,0,158,41,171,13,32,13,15,65,214,0,0,2,4,L
Raquel Pennington,0,47,137,34%,86,181,1,6,16%,0,0,328,29,108,9,20,9,9,41,130,2,3,4,4,W
Irene Aldana,0,52,184,28%,75,208,0,0,---,0,0,2,32,139,10,27,10,18,46,177,6,7,0,0,L
Sam Alvey,0,28,77,36%,67,117,0,1,0%,0,1,153,12,53,5,12,11,12,21,69,4,4,3,4,L
Klidson Abreu,0,36,89,40%,61,115,1,3,33%,0,0,52,17,60,4,13,15,16,35,85,1,4,0,0,W
Roxanne Modafferi,0,29,110,26%,76,161,0,9,0%,0,0,212,25,100,1,5,3,5,28,109,1,1,0,0,L
Jennifer Maia,0,83,174,47%,111,205,0,0,---,0,0,199,72,158,9,14,2,2,65,150,17,20,1,4,W
Ray Borg,0,15,23,65%,23,34,6,9,66%,1,1,512,12,20,2,2,1,1,4,10,4,4,7,9,W
Gabriel Silva,0,8,16,50%,58,76,1,6,16%,0,1,266,7,14,0,1,1,1,6,12,2,4,0,0,L
Mario Bautista,0,129,248,52%,179,301,0,2,0%,0,0,55,92,198,27,39,10,11,104,220,25,28,0,0,W
Jin Soo Son,0,95,200,47%,106,213,2,5,40%,0,0,98,74,172,14,19,7,9,78,182,17,18,0,0,L
Domingo Pilarte,0,11,21,52%,69,89,2,5,40%,1,1,370,5,12,4,6,2,3,5,14,6,7,0,0,L
Felipe Colares,0,23,42,54%,92,132,2,8,25%,0,0,398,15,31,6,9,2,2,9,14,7,14,7,14,W
Germaine de Randamie,1,4,5,80%,4,5,0,0,---,0,0,1,3,4,1,1,0,0,3,4,0,0,1,1,W
Aspen Ladd,0,0,4,0%,0,4,0,0,---,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,L
Urijah Faber,1,11,15,73%,11,15,0,0,---,0,0,8,9,13,1,1,1,1,3,5,0,0,8,10,W
Ricky Simon,0,4,8,50%,4,8,0,0,---,0,0,0,2,5,0,0,2,3,4,8,0,0,0,0,L
Josh Emmett,1,27,52,51%,33,60,0,0,---,0,0,29,22,43,3,6,2,3,12,32,0,0,15,20,W
Mirsad Bektic,0,10,65,15%,10,65,0,0,---,0,0,0,8,62,1,2,1,1,10,65,0,0,0,0,L
Karl Roberson,0,50,80,62%,79,113,0,0,---,0,3,347,35,64,11,12,4,4,15,40,8,8,27,32,W
Wellington Turman,0,25,51,49%,38,67,4,7,57%,2,0,413,20,42,5,8,0,1,8,27,5,6,12,18,L
Marvin Vettori,0,78,148,52%,106,176,2,4,50%,0,0,154,69,137,7,9,2,2,50,107,20,30,8,11,W
Cezar Ferreira,0,39,88,44%,41,90,0,5,0%,0,0,9,17,54,7,13,15,21,33,81,6,7,0,0,L
Mike Rodriguez,0,70,161,43%,95,186,0,0,---,0,0,158,29,105,22,33,19,23,67,154,2,3,1,4,NC
John Allan,0,55,128,42%,75,154,4,6,66%,3,0,230,38,106,10,14,7,8,31,94,9,15,15,19,NC
Mike Rodriguez,0,70,161,43%,95,186,0,0,---,0,0,158,29,105,22,33,19,23,67,154,2,3,1,4,NC
John Allan,0,55,128,42%,75,154,4,6,66%,3,0,230,38,106,10,14,7,8,31,94,9,15,15,19,NC
Andre Fili,1,19,55,34%,20,58,0,0,---,0,0,5,16,50,2,4,1,1,15,50,0,0,4,5,W
Sheymon Moraes,0,11,22,50%,11,22,0,0,---,0,0,0,2,11,3,5,6,6,11,22,0,0,0,0,L
Julianna Pena,0,45,90,50%,108,158,2,4,50%,0,0,277,32,73,12,14,1,3,21,64,8,9,16,17,W
Nicco Montano,0,38,79,48%,59,103,3,5,60%,0,0,372,13,50,10,10,15,19,26,57,6,11,6,11,L
Darren Elkins,0,29,126,23%,31,128,0,0,---,0,0,110,8,83,11,20,10,23,16,84,1,3,12,39,L
Ryan Hall,2,36,83,43%,40,93,0,1,0%,1,1,7,15,47,13,27,8,9,34,78,0,1,2,4,W
Pingyuan Liu,0,27,150,18%,27,150,0,0,---,0,0,0,12,126,9,17,6,7,24,144,3,6,0,0,L
Jonathan Martinez,1,32,113,28%,32,113,0,0,---,0,0,2,22,97,7,11,3,5,31,112,0,0,1,1,W
Livinha Souza,0,23,66,34%,30,73,2,3,66%,0,0,43,8,43,10,17,5,6,15,56,7,9,1,1,L
Brianna Fortino,0,72,187,38%,88,204,3,4,75%,0,0,281,48,151,15,23,9,13,51,151,17,31,4,5,W
Benito Lopez,0,54,132,40%,54,132,0,0,---,0,0,0,6,55,9,25,39,52,54,130,0,2,0,0,W
Vince Morales,1,64,147,43%,67,150,0,0,---,0,0,29,46,122,9,13,9,12,56,134,2,5,6,8,L
Jon Jones,0,59,90,65%,59,90,0,1,0%,0,0,0,11,32,16,19,32,39,55,84,4,6,0,0,W
Thiago Santos,0,43,166,25%,43,166,0,0,---,0,0,0,9,92,7,21,27,53,42,159,1,7,0,0,L
Amanda Nunes,1,17,35,48%,17,36,0,1,0%,0,0,5,8,23,6,9,3,3,11,27,3,4,3,4,W
Holly Holm,0,11,14,78%,14,17,0,0,---,0,0,0,3,4,0,1,8,9,11,14,0,0,0,0,L
Jorge Masvidal,1,3,3,100%,3,3,0,0,---,0,0,2,3,3,0,0,0,0,1,1,0,0,2,2,W
Ben Askren,0,0,0,---,0,0,0,0,---,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L
Jan Blachowicz,1,30,42,71%,38,50,0,0,---,0,0,1,11,21,8,10,11,11,23,35,4,4,3,3,W
Luke Rockhold,0,14,36,38%,17,39,0,5,0%,0,0,206,4,20,8,12,2,4,9,31,5,5,0,0,L
Diego Sanchez,0,7,11,63%,23,31,1,2,50%,0,0,144,1,4,0,1,6,6,1,3,2,4,4,4,L
Michael Chiesa,0,47,67,70%,98,132,5,6,83%,0,1,709,46,66,1,1,0,0,4,7,5,8,38,52,W
Gilbert Melendez,0,23,113,20%,27,117,0,2,0%,0,0,0,19,104,2,7,2,2,22,111,1,2,0,0,L
Arnold Allen,0,102,190,53%,102,191,1,2,50%,0,0,54,62,143,26,28,14,19,102,190,0,0,0,0,W
Marlon Vera,0,10,27,37%,26,54,1,1,100%,1,0,143,5,12,1,8,4,7,7,23,0,0,3,4,W
Nohelin Hernandez,0,22,46,47%,28,53,1,2,50%,0,0,176,13,34,4,5,5,7,7,17,2,3,13,26,L
Claudia Gadelha,0,40,107,37%,41,108,0,1,0%,0,0,7,36,96,1,4,3,7,37,98,3,9,0,0,W
Randa Markos,0,25,109,22%,26,110,0,0,---,0,0,0,19,99,3,4,3,6,17,96,8,13,0,0,L
Alejandro Perez,0,1,14,7%,1,14,0,0,---,0,0,0,0,11,0,0,1,3,1,14,0,0,0,0,L
Song Yadong,1,8,20,40%,8,20,0,0,---,0,0,1,6,15,1,2,1,3,7,19,0,0,1,1,W
Edmen Shahbazyan,0,13,24,54%,13,24,1,1,100%,1,0,33,11,22,1,1,1,1,3,6,0,0,10,18,W
Jack Marshman,0,0,7,0%,0,7,0,0,---,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,L
Ismail Naurdiev,0,21,43,48%,56,82,2,2,100%,0,0,22,13,32,8,11,0,0,13,32,7,10,1,1,L
Chance Rencountre,0,4,24,16%,48,112,2,8,25%,0,0,675,1,17,2,6,1,1,3,18,1,1,0,5,W
Julia Avila,1,49,122,40%,66,142,0,1,0%,0,0,346,30,96,11,16,8,10,28,93,17,23,4,6,W
Pannie Kianzad,0,33,83,39%,39,95,1,2,50%,0,0,164,26,73,3,6,4,4,25,69,7,13,1,1,L
Francis Ngannou,1,9,19,47%,9,19,0,0,---,0,0,4,5,14,1,1,3,4,5,12,0,0,4,7,W
Junior Dos Santos,0,4,6,66%,4,6,0,0,---,0,0,0,1,3,1,1,2,2,4,6,0,0,0,0,L
Jussier Formiga,0,15,48,31%,15,48,1,3,33%,0,0,26,15,47,0,1,0,0,15,48,0,0,0,0,L
Joseph Benavidez,1,50,115,43%,72,138,0,0,---,0,0,123,27,77,14,23,9,15,44,107,3,4,3,4,W
Demian Maia,0,3,12,25%,74,86,3,9,33%,0,1,363,3,12,0,0,0,0,2,11,0,0,1,1,W
Anthony Rocco Martin,0,22,95,23%,36,109,0,0,---,0,0,71,13,81,7,12,2,2,16,86,1,1,5,8,L
Roosevelt Roberts,0,31,87,35%,34,90,2,3,66%,0,0,155,22,75,6,8,3,4,26,80,5,6,0,1,L
Vinc Pichel,0,60,101,59%,81,122,3,6,50%,1,1,361,29,55,16,26,15,20,26,62,14,16,20,23,W
Drew Dober,1,16,27,59%,17,29,0,0,---,0,0,5,15,22,0,3,1,2,11,22,1,1,4,4,W
Marco Polo Reyes,0,5,14,35%,5,14,0,1,0%,0,0,0,4,13,0,0,1,1,5,14,0,0,0,0,L
Alonzo Menifield,0,8,22,36%,8,23,0,0,---,0,0,82,6,20,1,1,1,1,3,17,1,1,4,4,W
Paul Craig,0,7,13,53%,21,28,0,1,0%,0,0,12,3,6,4,7,0,0,4,8,3,5,0,0,L
Ricardo Ramos,0,40,120,33%,48,129,3,3,100%,0,0,166,23,90,8,17,9,13,37,117,1,1,2,2,W
Journey Newson,0,38,123,30%,41,127,0,1,0%,1,0,10,9,80,9,18,20,25,37,122,1,1,0,0,L
Eryk Anders,1,11,15,73%,13,17,0,0,---,0,0,10,11,15,0,0,0,0,5,8,2,3,4,4,W
Vinicius Moreira,0,2,3,66%,2,3,0,5,0%,0,0,41,0,0,1,2,1,1,2,3,0,0,0,0,L
Jared Gordon,0,48,79,60%,171,218,2,6,33%,0,2,584,43,72,4,6,1,1,17,32,8,14,23,33,W
Dan Moret,0,34,73,46%,37,78,2,2,100%,1,0,130,11,45,18,22,5,6,21,49,12,22,1,2,L
Dalcha Lungiambula,1,32,43,74%,64,80,4,6,66%,0,0,463,22,30,9,12,1,1,7,15,2,2,23,26,W
Dequan Townsend,0,13,30,43%,32,50,0,0,---,0,0,2,8,23,4,6,1,1,8,25,2,2,3,3,L
Emily Whitmire,0,7,25,28%,18,37,0,0,---,0,1,94,4,21,3,4,0,0,4,21,2,2,1,2,L
Amanda Ribas,0,21,41,51%,67,92,2,5,40%,2,0,272,16,35,4,5,1,1,10,22,4,5,7,14,W
Maurice Greene,2,37,83,44%,39,85,0,0,---,0,0,36,17,57,9,11,11,15,31,66,4,10,2,7,W
Junior Albini,0,19,44,43%,22,47,0,0,---,0,0,31,10,30,7,11,2,3,17,40,2,4,0,0,L
Renato Moicano,0,0,3,0%,0,3,0,0,---,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,L
Chan Sung Jung,1,16,24,66%,18,26,0,0,---,0,0,26,15,23,0,0,1,1,3,6,0,0,13,18,W
Bryan Barberena,0,47,101,46%,122,178,0,0,---,0,0,59,15,55,11,16,21,30,29,77,15,20,3,4,L
Randy Brown,1,89,152,58%,91,154,0,0,---,0,0,158,44,97,31,41,14,14,59,119,30,33,0,0,W
Andre Ewell,0,73,173,42%,74,174,0,0,---,0,0,2,67,164,5,8,1,1,72,172,1,1,0,0,W
Anderson Dos Santos,0,35,132,26%,63,163,2,9,22%,0,0,232,26,117,3,5,6,10,29,123,4,4,2,5,L
Andrea Lee,0,73,126,57%,82,135,1,3,33%,0,0,149,38,84,25,32,10,10,43,88,17,20,13,18,W
Montana De La Rosa,0,14,107,13%,40,136,5,12,41%,1,0,237,9,96,4,9,1,2,11,100,3,6,0,1,L
Kevin Holland,0,58,117,49%,192,253,0,3,0%,0,0,200,13,61,18,26,27,30,43,100,15,17,0,0,W
Alessio Di Chirico,0,51,84,60%,62,97,2,4,50%,0,0,102,29,57,6,11,16,16,35,64,15,19,1,1,L
Dan Ige,1,71,125,56%,92,146,1,4,25%,0,0,247,52,102,12,16,7,7,44,89,6,9,21,27,W
Kevin Aguilar,0,33,104,31%,65,136,1,1,100%,0,1,139,21,83,10,18,2,3,21,87,5,6,7,11,L
Ashley Yoder,0,75,100,75%,147,194,1,5,20%,0,0,774,61,83,12,15,2,2,13,23,5,5,57,72,W
Syuri Kondo,0,23,40,57%,35,56,0,0,---,1,0,20,17,33,6,7,0,0,7,21,13,16,3,3,L
Matt Wiman,0,24,42,57%,28,46,1,3,33%,0,0,14,2,18,3,4,19,20,24,36,0,2,0,4,L
Luis Pena,0,87,148,58%,98,160,1,1,100%,1,1,453,84,144,3,4,0,0,18,45,9,12,60,91,W
Allen Crowder,0,0,1,0%,0,1,0,0,---,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,L
Jairzinho Rozenstruik,1,4,4,100%,4,4,0,0,---,0,0,2,3,3,1,1,0,0,1,1,0,0,3,3,W
Ariane da Silva,0,68,271,25%,68,271,0,0,---,0,0,2,33,217,20,35,15,19,65,264,2,3,1,4,L
Molly McCann,0,108,213,50%,109,214,2,2,100%,0,0,44,66,162,9,12,33,39,96,194,4,4,8,15,W
Deron Winn,0,169,367,46%,171,369,0,3,0%,0,0,78,125,316,39,46,5,5,137,322,32,45,0,0,W
Eric Spicely,0,108,224,48%,108,224,0,0,---,0,0,3,90,206,17,17,1,1,74,186,34,38,0,0,L
Henry Cejudo,0,90,171,52%,99,182,1,4,25%,1,0,160,73,150,13,16,4,5,45,118,19,23,26,30,W
Marlon Moraes,0,57,119,47%,59,121,0,2,0%,0,0,0,35,89,7,8,15,22,54,116,2,2,1,1,L
Valentina Shevchenko,1,8,11,72%,37,40,2,2,100%,1,0,256,4,5,4,6,0,0,5,8,2,2,1,1,W
Jessica Eye,0,2,12,16%,42,52,0,0,---,0,0,2,0,7,0,2,2,3,2,12,0,0,0,0,L
Tony Ferguson,0,104,200,52%,104,200,0,0,---,0,0,0,65,144,25,37,14,19,103,198,1,2,0,0,W
Donald Cerrone,0,68,185,36%,68,185,1,1,100%,0,0,7,43,152,15,23,10,10,68,184,0,1,0,0,L
Jimmie Rivera,0,73,192,38%,76,195,0,3,0%,0,0,39,42,145,15,24,16,23,60,173,9,15,4,4,L
Petr Yan,2,56,189,29%,58,192,1,3,33%,0,0,39,40,166,13,19,3,4,42,167,10,12,4,10,W
Tai Tuivasa,0,64,144,44%,66,146,0,0,---,0,0,159,39,114,6,7,19,23,50,126,14,18,0,0,L
Blagoy Ivanov,1,73,123,59%,81,131,2,2,100%,0,0,158,65,114,7,8,1,1,62,111,5,6,6,6,W
Tatiana Suarez,0,75,142,52%,95,166,4,13,30%,0,0,497,29,85,22,29,24,28,42,100,7,7,26,35,W
Nina Nunes,0,48,99,48%,54,105,0,0,---,0,0,0,31,66,15,26,2,7,39,89,4,5,5,5,L
Aljamain Sterling,0,174,349,49%,175,350,0,7,0%,0,0,0,123,250,36,73,15,26,172,338,2,11,0,0,W
Pedro Munhoz,0,105,265,39%,108,269,0,0,---,0,0,5,44,159,29,64,32,42,102,257,3,8,0,0,L
Karolina Kowalkiewicz,0,90,232,38%,92,234,0,0,---,0,0,34,55,186,27,33,8,13,79,217,11,15,0,0,L
Alexa Grasso,0,148,369,40%,163,384,0,0,---,1,0,7,92,289,33,46,23,34,123,339,25,30,0,0,W
Ricardo Lamas,0,12,29,41%,12,29,0,1,0%,0,0,0,2,12,4,5,6,12,12,29,0,0,0,0,L
Calvin Kattar,1,22,41,53%,22,41,0,0,---,0,0,2,11,28,11,13,0,0,16,34,2,2,4,5,W
Yan Xiaonan,0,94,249,37%,105,264,1,1,100%,0,0,111,64,199,11,22,19,28,83,229,8,17,3,3,W
Angela Hill,0,71,144,49%,78,151,1,3,33%,1,0,55,44,110,21,26,6,8,56,127,13,15,2,2,L
Bevon Lewis,0,31,84,36%,45,98,0,5,0%,0,0,222,13,49,12,23,6,12,15,62,16,22,0,0,L
Darren Stewart,0,30,73,41%,40,84,0,0,---,0,0,101,11,52,5,6,14,15,18,55,12,18,0,0,W
Eddie Wineland,2,74,171,43%,74,171,0,2,0%,0,0,16,48,129,23,39,3,3,70,165,0,1,4,5,W
Grigory Popov,0,55,150,36%,55,150,0,1,0%,0,0,0,24,97,20,39,11,14,52,146,3,4,0,0,L
Katlyn Cerminara,0,82,221,37%,108,250,0,2,0%,0,0,0,50,179,20,27,12,15,78,215,3,5,1,1,W
Joanne Wood,0,112,266,42%,141,300,3,4,75%,0,0,129,24,139,19,40,69,87,104,252,7,12,1,2,L
Alexander Gustafsson,0,72,151,47%,73,152,1,3,33%,0,0,39,26,79,8,21,38,51,70,147,0,1,2,3,L
Anthony Smith,0,49,104,47%,51,107,0,1,0%,1,0,84,19,62,11,19,19,23,44,98,0,1,5,5,W
Jimi Manuwa,0,2,3,66%,2,3,0,0,---,0,0,0,1,2,0,0,1,1,2,3,0,0,0,0,L
Aleksandar Rakic,1,2,7,28%,2,7,0,0,---,0,0,1,1,5,0,0,1,2,2,7,0,0,0,0,W
Makwan Amirkhani,0,9,27,33%,18,36,1,2,50%,1,0,179,6,21,1,3,2,3,6,23,0,0,3,4,W
Chris Fishgold,0,16,52,30%,16,52,0,0,---,0,0,0,4,30,3,5,9,17,16,52,0,0,0,0,L
Damir Hadzovic,0,24,61,39%,42,87,1,1,100%,0,0,124,20,48,3,12,1,1,14,45,5,6,5,10,L
Christos Giagos,0,47,113,41%,67,141,6,13,46%,0,0,323,28,90,12,16,7,7,38,91,6,10,3,12,W
Daniel Teymur,0,40,83,48%,49,93,1,6,16%,0,0,236,22,53,5,6,13,24,24,57,8,11,8,15,W
Sung Bin Jo,0,21,63,33%,23,65,1,3,33%,1,0,9,13,53,7,9,1,1,12,52,8,10,1,1,L
Rostem Akman,0,39,100,39%,40,103,2,5,40%,0,0,200,30,91,6,6,3,3,31,91,8,9,0,0,L
Sergey Khandozhko,1,60,149,40%,60,151,1,6,16%,0,0,61,30,100,11,27,19,22,55,141,5,8,0,0,W
Tonya Evinger,0,6,11,54%,68,83,1,4,25%,0,0,346,2,7,4,4,0,0,4,9,1,1,1,1,L
Lina Lansberg,0,50,68,73%,151,181,1,2,50%,0,1,478,45,62,5,6,0,0,1,4,7,10,42,54,W
Stevie Ray,0,2,11,18%,2,11,0,0,---,0,0,0,0,8,0,1,2,2,2,11,0,0,0,0,L
Leonardo Santos,1,12,16,75%,12,16,0,0,---,0,0,1,4,5,6,9,2,2,12,16,0,0,0,0,W
Nick Hein,0,37,79,46%,45,87,1,3,33%,0,0,21,20,52,8,18,9,9,36,78,1,1,0,0,L
Frank Camacho,0,100,201,49%,105,208,0,0,---,0,0,0,68,151,30,47,2,3,93,191,7,10,0,0,W
Bea Malecki,0,19,71,26%,30,82,0,0,---,2,0,69,12,63,5,6,2,2,18,69,0,0,1,2,W
Duda Santana,0,42,106,39%,48,112,3,5,60%,0,0,155,36,90,2,10,4,6,40,102,0,2,2,2,L
Darko Stosic,0,26,55,47%,50,82,1,3,33%,0,0,310,23,50,3,5,0,0,12,33,11,16,3,6,L
Devin Clark,0,40,95,42%,90,149,2,11,18%,0,0,172,26,76,5,9,9,10,28,80,11,14,1,1,W
Joel Alvarez,0,19,41,46%,87,113,0,0,---,0,1,17,16,32,1,4,2,5,5,23,1,1,13,17,W
Danilo Belluardo,0,13,20,65%,56,68,2,2,100%,0,0,262,9,16,0,0,4,4,8,13,0,0,5,7,L
Rafael Dos Anjos,0,60,111,54%,75,126,4,7,57%,1,1,233,36,83,17,21,7,7,33,80,18,20,9,11,W
Kevin Lee,0,35,97,36%,40,102,6,16,37%,0,0,522,23,79,10,16,2,2,27,86,7,10,1,1,L
Antonio Carlos Junior,0,15,33,45%,25,43,4,11,36%,0,1,384,10,27,1,2,4,4,11,28,2,2,2,3,L
Ian Heinisch,0,39,67,58%,79,115,1,1,100%,0,0,282,26,48,2,5,11,14,13,31,5,7,21,29,W
Megan Anderson,0,3,6,50%,5,8,0,0,---,0,0,2,2,5,1,1,0,0,2,4,1,2,0,0,L
Felicia Spencer,0,22,31,70%,25,34,1,2,50%,1,0,167,13,17,0,5,9,9,1,7,8,9,13,15,W
Vicente Luque,1,18,25,72%,18,25,0,0,---,0,0,36,14,20,1,2,3,3,10,17,1,1,7,7,W
Derrick Krantz,0,6,18,33%,9,23,1,2,50%,0,0,96,5,16,1,2,0,0,5,17,0,0,1,1,L
Charles Oliveira,1,38,59,64%,43,64,0,0,---,1,1,97,23,38,13,19,2,2,20,34,10,17,8,8,W
Nik Lentz,0,18,49,36%,21,53,2,4,50%,0,0,100,10,36,5,9,3,4,10,39,6,8,2,2,L
Davi Ramos,0,63,114,55%,76,128,3,7,42%,0,0,246,44,86,7,15,12,13,41,92,5,5,17,17,W
Austin Hubbard,0,44,116,37%,46,119,0,0,---,0,0,50,19,73,8,24,17,19,40,111,2,3,2,2,L
Aspen Ladd,0,69,125,55%,85,143,3,4,75%,3,0,416,57,111,7,9,5,5,38,82,14,20,17,23,W
Sijara Eubanks,0,77,164,46%,80,168,2,5,40%,0,0,148,60,146,16,17,1,1,61,140,12,19,4,5,L
Desmond Green,0,78,144,54%,85,152,4,4,100%,0,0,121,56,119,15,17,7,8,61,123,7,7,10,14,W
Charles Jourdain,0,55,146,37%,55,146,0,0,---,0,0,0,11,79,14,29,30,38,54,143,1,3,0,0,L
Danny Roberts,0,2,4,50%,2,4,0,0,---,0,0,0,0,2,0,0,2,2,2,4,0,0,0,0,L
Michel Pereira,1,6,11,54%,6,11,0,0,---,0,0,2,4,9,2,2,0,0,5,10,1,1,0,0,W
Michael Trizano,0,20,41,48%,24,45,0,0,---,0,0,34,10,30,7,8,3,3,16,37,4,4,0,0,L
Grant Dawson,0,27,56,48%,34,63,3,10,30%,1,0,253,9,32,12,17,6,7,15,40,11,13,1,3,W
Patrick Cummins,0,22,33,66%,22,33,1,2,50%,0,0,10,21,31,0,1,1,1,18,29,4,4,0,0,L
Ed Herman,1,11,35,31%,14,38,0,0,---,0,0,4,11,34,0,0,0,1,8,28,1,4,2,3,W
Zak Cummings,1,34,100,34%,41,107,0,2,0%,1,0,26,10,67,11,16,13,17,28,92,6,8,0,0,W
Trevin Giles,0,31,64,48%,36,69,0,0,---,0,0,23,21,49,7,12,3,3,29,61,2,3,0,0,L
Julio Arce,1,74,160,46%,74,160,1,1,100%,0,0,13,61,142,12,17,1,1,71,155,2,4,1,1,W
Julian Erosa,0,43,160,26%,46,164,0,0,---,0,0,33,23,129,15,24,5,7,39,151,4,9,0,0,L
Rose Namajunas,1,55,125,44%,55,125,0,2,0%,1,0,29,54,124,1,1,0,0,50,119,3,3,2,3,L
Jessica Andrade,0,47,105,44%,49,107,2,4,50%,0,0,38,17,68,11,17,19,20,41,98,5,6,1,1,W
Jared Cannonier,1,17,31,54%,18,32,0,0,---,0,0,9,5,16,2,3,10,12,14,27,3,4,0,0,W
Anderson Silva,0,8,15,53%,8,15,0,0,---,0,0,0,1,6,3,4,4,5,7,14,1,1,0,0,L
Jose Aldo,0,29,79,36%,39,90,0,1,0%,0,0,7,19,63,7,12,3,4,26,76,3,3,0,0,L
Alexander Volkanovski,0,95,176,53%,129,215,0,3,0%,0,0,265,28,93,17,24,50,59,67,147,28,29,0,0,W
Thiago Alves,0,58,147,39%,59,148,1,3,33%,0,0,27,27,107,5,10,26,30,54,141,4,6,0,0,L
Laureano Staropoli,0,54,202,26%,57,205,1,1,100%,0,0,32,37,167,15,31,2,4,53,199,1,3,0,0,W
Irene Aldana,0,83,247,33%,84,248,0,0,---,1,0,10,67,224,11,17,5,6,80,243,3,3,0,1,W
Bethe Correia,0,81,196,41%,81,196,0,2,0%,0,0,15,43,141,18,32,20,23,80,195,1,1,0,0,L
Rogerio Nogueira,0,6,24,25%,6,24,0,0,---,0,0,0,6,24,0,0,0,0,6,24,0,0,0,0,L
Ryan Spann,1,13,32,40%,13,32,1,2,50%,1,0,44,11,30,1,1,1,1,10,29,0,0,3,3,W
Thiago Moises,0,66,102,64%,115,160,4,6,66%,1,0,471,59,92,2,4,5,6,28,53,8,11,30,38,W
Kurt Holobaugh,0,39,115,33%,108,189,2,6,33%,0,0,193,16,82,21,30,2,3,24,93,14,21,1,1,L
Warlley Alves,1,72,157,45%,72,157,0,0,---,0,0,1,36,107,10,14,26,36,70,154,2,3,0,0,W
Sergio Moraes,0,20,62,32%,20,62,0,0,---,0,0,0,12,52,7,9,1,1,19,59,1,3,0,0,L
BJ Penn,0,64,177,36%,74,188,0,0,---,0,0,0,56,164,8,12,0,1,54,165,10,12,0,0,L
Clay Guida,0,80,208,38%,113,242,1,2,50%,0,0,242,52,170,13,21,15,17,64,177,16,31,0,0,W
Luana Carolina,1,111,231,48%,126,251,0,0,---,3,2,160,75,180,31,46,5,5,82,181,21,40,8,10,W
Priscila Cachoeira,0,69,149,46%,69,149,0,2,0%,0,2,0,39,103,21,34,9,12,55,125,13,23,1,1,L
Raoni Barcelos,1,59,123,47%,70,137,0,1,0%,1,0,203,52,113,3,4,4,6,23,72,1,1,35,50,W
Carlos Huachin,0,20,127,15%,20,127,0,0,---,0,0,0,17,120,2,6,1,1,19,124,1,3,0,0,L
Talita Bernardo,0,46,136,33%,51,141,0,3,0%,0,0,12,28,112,8,12,10,12,45,134,1,2,0,0,L
Viviane Araujo,1,61,115,53%,66,120,3,3,100%,0,0,77,34,79,9,14,18,22,57,111,0,0,4,4,W
Al Iaquinta,0,90,223,40%,90,223,0,5,0%,0,0,0,49,165,23,38,18,20,90,223,0,0,0,0,L
Donald Cerrone,2,138,361,38%,140,363,0,0,---,0,0,22,87,302,17,25,34,34,129,344,3,3,6,14,W
Derek Brunson,0,56,94,59%,65,103,4,9,44%,0,0,197,34,62,11,17,11,15,45,82,6,7,5,5,W
Elias Theodorou,0,65,170,38%,87,194,0,1,0%,0,0,10,16,88,27,34,22,48,53,150,12,20,0,0,L
Cub Swanson,0,129,256,50%,132,260,0,2,0%,0,0,97,66,167,14,26,49,63,113,239,11,12,5,5,L
Shane Burgos,0,134,268,50%,147,282,0,0,---,0,0,0,82,208,18,25,34,35,128,260,6,8,0,0,W
Brad Katona,0,32,56,57%,43,70,0,0,---,0,0,36,21,41,4,5,7,10,17,36,12,16,3,4,L
